1300,23.3,3.92,27569.67,159.611316549322,3.7203462022659,3569.341007515,4.03357633713075,1.10758413302805,2.35702692974364,1
1530,24.9,1.18,25987.5,155.305002498729,2.58610809975729,3810.41638878452,2.23115662724983,2.73455407570792,1.6418471236686,1
960,18.7,3.67,34312.31,152.888231990317,1.44801749371351,1068.06399751577,4.52380776405878,2.830734966969,1.16059204679478,1
720,17.3,1.22,29537.96,135.848510964792,1.71727739869707,674.330320164999,3.88671700254503,3.42618186877454,1.82378600438829,0
710,23.6,3.93,34402.87,218.42700321007,3.91190543773493,896.948184816902,2.1451391126529,1.88753545642881,1.95175224758695,0
620,20.9,4,31364.95,221.667842196075,2.16044119136699,3310.38694001038,3.70431612558033,2.22483455711918,1.70343041373055,1
700,19.6,4,27328.11,211.616652644323,1.1426509491061,750.109856144434,1.58086547302658,2.60537293095423,2.46715427732039,0
1410,17.1,4,28812.34,134.976434616311,1.3404055611412,3362.20397773856,3.22875239786906,1.15118049805953,2.21623502779103,1
1100,20.7,2.54,30713.55,130.880448182763,3.4599685765342,2230.99936399079,2.98851148164858,3.63665367859497,3.88604147327132,0
740,24.7,2.93,30238.05,141.336963291914,1.10966101978726,4604.10624545133,4.73141994677207,2.48670974966065,2.49198720864486,1
1330,20.8,4,35168.27,217.38657310626,1.28967967752512,356.090579256178,4.20914476775769,3.32876546128382,2.63248440358064,0
1590,23.7,2.35,28244.78,215.469436430854,1.60008774939466,1286.46964172486,2.17598496733431,2.19954731198959,2.63558629135602,0
1380,17,2.6,30735.89,151.205349856952,2.52592790686463,4846.01195775998,4.41095240415371,2.27787997876546,2.94907054577579,1
470,22.2,1.82,29803.84,173.885264457296,3.1621275096734,161.641548703611,1.48602985003631,2.76488289603819,2.87489873281579,0
1530,20.1,1.83,29229.21,195.895408369172,3.66078562772941,4697.67442523014,4.6394851903446,1.99374817830245,1.68713662265994,1
780,21,2.74,34641.99,217.796827058739,3.33942743493146,3763.17968176497,1.31871394828469,1.82863389140959,2.84229565583235,1
1130,19,4,29674.18,215.534027984044,1.20186274890911,3551.47902829948,1.46333196724782,2.78837930542865,2.29646523324891,1
410,23.5,2.58,29791.88,150.392071292197,1.51252498240991,1462.28652017861,2.10230485553147,2.2121949942954,1.16135671181345,1
880,21.4,3.3,34082.39,153.835480583312,2.01768086087886,1576.38051843809,1.53394122474269,3.16634556791238,1.5204236917863,1
950,22.2,3.91,29214.71,202.831470114302,1.28297553752085,1518.11837564237,4.65794529836653,3.93579480011008,2.34081831273079,1
1340,20.3,2.86,28322.83,170.318767341715,2.58795291942276,4685.54047022861,1.83214825799698,1.35275407093609,3.91325940679837,1
570,20.3,3.66,30267.25,139.467631739649,2.02631964446244,3931.71269048525,3.3745893857496,2.95241180114046,2.34859442118324,1
1370,18.5,1.72,29090.99,143.936318014629,3.6223823366731,3146.60295088245,1.17726746445592,3.0072540059984,2.31216575731638,1
400,24.2,2.12,29357.25,159.339327542431,1.6299581422346,1062.96799282758,4.5712124635404,1.16394525171797,2.64738565723785,0
1350,20.2,2.88,31037.31,217.757253358779,3.33713583934819,4602.41684032355,3.85576880393688,3.09240955514758,2.21481363736968,1
1450,23,3.4,29844.79,185.945515936959,1.76466438180842,355.106105155571,3.00835071622999,3.81433771692731,2.27965712505493,0
1210,18.1,3.85,31787.78,155.269242089118,2.52466039229362,3054.77467330552,1.327943554045,2.58680613788888,2.22058432659341,1
1330,24.3,3.88,30505.83,150.56256173447,3.09660969961198,743.659030865368,1.75874533216186,2.920318455562,2.16869008422645,0
1420,18.6,4,34815.69,185.684661816391,2.20254908108409,2711.56056582444,3.03134978054045,1.90563880770979,1.73680711685812,1
